gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,GDP_per_capita,total_early_clicks
F,A Level or Equivalent,90-100%,35-55,1,220,N,Withdrawn,29325.385023898034,8.0
M,HE Qualification,40-50%,35-55,1,60,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,29325.385023898034,446.0
M,A Level or Equivalent,60-70%,35-55,0,150,N,Pass,29325.385023898034,664.0
F,HE Qualification,50-60%,35-55,0,30,N,Fail,29325.385023898034,48.0
M,Lower Than A Level,,35-55,0,30,N,Fail,29325.385023898034,269.0
F,Lower Than A Level,50-60%,35-55,1,30,N,Withdrawn,27200.0,54.0
M,HE Qualification,60-70%,35-55,0,60,N,Pass,29325.385023898034,408.0
M,HE Qualification,90-100%,55<=,0,30,N,Fail,29325.385023898034,75.0
F,Lower Than A Level,40-50%,35-55,0,120,N,Pass,29325.385023898034,250.0
M,HE Qualification,20-30%,35-55,0,90,N,Pass,29325.385023898034,0.0
F,A Level or Equivalent,30-40%,35-55,0,90,N,Pass,29325.385023898034,288.0
M,HE Qualification,60-70%,35-55,0,60,N,Distinction,29325.385023898034,315.0
M,HE Qualification,60-70%,35-55,0,30,Y,Withdrawn,27200.0,123.0
M,A Level or Equivalent,70-80%,35-55,0,120,N,Distinction,29325.385023898034,371.0
M,Lower Than A Level,80-90%,35-55,0,90,N,Pass,29325.385023898034,1395.0
F,Lower Than A Level,20-30%,35-55,0,30,N,Withdrawn,29325.385023898034,453.0
M,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,29325.385023898034,642.0
M,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,29325.385023898034,264.0
M,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,29325.385023898034,110.0
M,Lower Than A Level,30-40%,35-55,0,90,N,Withdrawn,29325.385023898034,21.0
F,Lower Than A Level,0-10%,35-55,1,60,N,Fail,29325.385023898034,203.0
F,Lower Than A Level,80-90%,35-55,0,90,N,Pass,29325.385023898034,60.0
F,A Level or Equivalent,60-70%,35-55,0,30,N,Withdrawn,29325.385023898034,145.0
M,HE Qualification,30-40%,55<=,0,60,N,Distinction,29325.385023898034,466.0
M,HE Qualification,30-40%,35-55,0,60,N,Pass,29325.385023898034,359.0
M,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,29325.385023898034,1172.0
M,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,29325.385023898034,150.0
M,A Level or Equivalent,50-60%,35-55,1,120,N,Withdrawn,29325.385023898034,9.0
F,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,10-20,35-55,0,30,N,Pass,29325.385023898034,301.0
F,HE Qualification,60-70%,35-55,1,30,N,Withdrawn,29325.385023898034,194.0
M,A Level or Equivalent,70-80%,35-55,0,150,N,Pass,29325.385023898034,210.0
M,HE Qualification,80-90%,55<=,0,60,N,Distinction,29325.385023898034,1204.0
M,HE Qualification,70-80%,55<=,0,60,N,Pass,29325.385023898034,487.0
M,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,29325.385023898034,196.0
M,A Level or Equivalent,40-50%,35-55,0,120,Y,Pass,29325.385023898034,1300.0
M,Lower Than A Level,,35-55,0,60,N,Withdrawn,27200.0,153.0
F,HE Qualification,90-100%,35-55,0,120,Y,Distinction,29325.385023898034,659.0
M,HE Qualification,10-20,35-55,1,150,N,Withdrawn,29325.385023898034,181.0
F,A Level or Equivalent,50-60%,35-55,0,30,N,Pass,29325.385023898034,144.0
F,HE Qualification,,35-55,0,60,N,Distinction,27200.0,340.0
F,HE Qualification,0-10%,35-55,0,210,N,Distinction,29325.385023898034,745.0
F,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,29325.385023898034,0.0
M,A Level or Equivalent,80-90%,35-55,0,45,N,Pass,29325.385023898034,999.0
M,HE Qualification,90-100%,35-55,0,90,N,Fail,29325.385023898034,150.0
M,HE Qualification,30-40%,35-55,0,30,N,Fail,29325.385023898034,703.0
M,HE Qualification,40-50%,35-55,0,60,N,Distinction,29325.385023898034,546.0
M,A Level or Equivalent,30-40%,35-55,0,70,N,Distinction,29325.385023898034,66.0
M,HE Qualification,90-100%,35-55,0,175,N,Withdrawn,29325.385023898034,0.0
F,A Level or Equivalent,60-70%,35-55,1,30,N,Withdrawn,29325.385023898034,2.0
F,Lower Than A Level,10-20,35-55,0,90,N,Withdrawn,29325.385023898034,30.0
M,Lower Than A Level,70-80%,35-55,1,30,N,Fail,29325.385023898034,2.0
M,A Level or Equivalent,30-40%,35-55,0,30,N,Withdrawn,29325.385023898034,86.0
M,HE Qualification,80-90%,35-55,0,30,N,Distinction,29325.385023898034,605.0
M,A Level or Equivalent,70-80%,35-55,0,60,Y,Withdrawn,29325.385023898034,95.0
M,Lower Than A Level,10-20,35-55,0,60,N,Pass,29325.385023898034,561.0
F,Lower Than A Level,70-80%,35-55,0,150,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,30-40%,35-55,1,30,N,Fail,30300.0,41.0
F,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,29325.385023898034,609.0
M,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,29325.385023898034,500.0
F,A Level or Equivalent,50-60%,35-55,0,150,N,Pass,30300.0,117.0
F,HE Qualification,40-50%,35-55,0,30,N,Pass,29325.385023898034,391.0
F,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,29325.385023898034,628.0
M,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,29325.385023898034,45.0
M,HE Qualification,40-50%,35-55,0,120,N,Distinction,29325.385023898034,421.0
F,HE Qualification,,55<=,1,270,N,Withdrawn,29325.385023898034,0.0
M,HE Qualification,40-50%,35-55,0,30,N,Pass,29325.385023898034,433.0
F,Lower Than A Level,80-90%,0-35,0,90,N,Pass,29325.385023898034,2000.0
M,Lower Than A Level,50-60%,35-55,1,90,N,Withdrawn,29325.385023898034,310.0
F,A Level or Equivalent,40-50%,0-35,0,60,Y,Distinction,29325.385023898034,183.0
M,A Level or Equivalent,10-20,35-55,0,30,Y,Pass,29325.385023898034,433.0
M,HE Qualification,80-90%,35-55,0,30,N,Distinction,29325.385023898034,662.0
M,Lower Than A Level,70-80%,35-55,0,30,N,Withdrawn,29325.385023898034,338.0
F,A Level or Equivalent,90-100%,35-55,0,30,N,Withdrawn,29325.385023898034,1.0
M,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,29325.385023898034,506.0
F,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,29325.385023898034,283.0
F,Lower Than A Level,80-90%,0-35,0,120,N,Distinction,29325.385023898034,357.0
M,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,29325.385023898034,418.0
M,HE Qualification,20-30%,35-55,0,150,N,Withdrawn,30300.0,144.0
F,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,29325.385023898034,255.0
M,Lower Than A Level,40-50%,35-55,0,30,N,Pass,29325.385023898034,67.0
M,HE Qualification,,35-55,0,60,N,Pass,27200.0,1098.0
M,HE Qualification,70-80%,35-55,1,40,N,Fail,29325.385023898034,329.0
M,Lower Than A Level,70-80%,35-55,0,150,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,80-90%,0-35,0,30,N,Withdrawn,29325.385023898034,123.0
F,Lower Than A Level,,35-55,0,120,N,Withdrawn,29325.385023898034,0.0
F,HE Qualification,30-40%,35-55,0,90,N,Withdrawn,29325.385023898034,47.0
M,HE Qualification,80-90%,0-35,1,30,N,Withdrawn,29325.385023898034,39.0
M,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,29325.385023898034,296.0
F,A Level or Equivalent,10-20,35-55,0,60,Y,Withdrawn,29325.385023898034,18.0
M,HE Qualification,50-60%,55<=,0,60,N,Pass,29325.385023898034,786.0
M,HE Qualification,0-10%,35-55,0,30,N,Distinction,29325.385023898034,1146.0
M,A Level or Equivalent,90-100%,35-55,0,30,N,Fail,29325.385023898034,147.0
M,Lower Than A Level,10-20,35-55,0,30,N,Pass,27200.0,248.0
M,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,29325.385023898034,168.0
M,Post Graduate Qualification,10-20,35-55,0,60,N,Distinction,29325.385023898034,616.0
M,HE Qualification,0-10%,35-55,0,30,N,Pass,29325.385023898034,1844.0
M,A Level or Equivalent,80-90%,35-55,0,30,N,Withdrawn,29325.385023898034,101.0
M,A Level or Equivalent,20-30%,35-55,1,30,N,Fail,29325.385023898034,351.0
F,HE Qualification,20-30%,35-55,0,90,N,Withdrawn,29325.385023898034,459.0
M,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,29325.385023898034,224.0
M,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,29325.385023898034,604.0
M,A Level or Equivalent,60-70%,35-55,0,30,N,Withdrawn,29325.385023898034,180.0
M,HE Qualification,30-40%,0-35,0,60,N,Pass,29325.385023898034,165.0
M,Lower Than A Level,90-100%,35-55,0,90,N,Withdrawn,29325.385023898034,51.0
F,A Level or Equivalent,20-30%,35-55,0,60,Y,Withdrawn,29325.385023898034,109.0
M,A Level or Equivalent,60-70%,35-55,1,30,N,Withdrawn,29325.385023898034,12.0
M,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,29325.385023898034,133.0
F,Lower Than A Level,10-20,35-55,0,30,N,Pass,29325.385023898034,644.0
F,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,29325.385023898034,59.0
M,Lower Than A Level,0-10%,35-55,0,30,N,Withdrawn,29325.385023898034,431.0
M,Lower Than A Level,90-100%,35-55,0,90,N,Withdrawn,29325.385023898034,169.0
F,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,29325.385023898034,225.0
F,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,29325.385023898034,818.0
M,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,29325.385023898034,491.0
F,HE Qualification,20-30%,35-55,0,60,N,Distinction,29325.385023898034,2738.0
F,Lower Than A Level,,35-55,0,90,N,Withdrawn,29325.385023898034,2380.0
M,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,29325.385023898034,117.0
M,Lower Than A Level,70-80%,0-35,1,60,N,Withdrawn,27200.0,282.0
M,No Formal quals,30-40%,0-35,0,90,N,Withdrawn,29325.385023898034,78.0
M,A Level or Equivalent,90-100%,35-55,0,30,N,Withdrawn,29325.385023898034,283.0
M,A Level or Equivalent,60-70%,35-55,0,90,N,Withdrawn,30300.0,185.0
M,HE Qualification,0-10%,35-55,0,30,N,Withdrawn,29325.385023898034,61.0
M,Lower Than A Level,0-10%,35-55,1,60,N,Withdrawn,29325.385023898034,154.0
M,Lower Than A Level,30-40%,35-55,0,30,N,Pass,29325.385023898034,523.0
F,A Level or Equivalent,40-50%,35-55,0,90,N,Pass,29325.385023898034,288.0
F,Lower Than A Level,80-90%,0-35,0,30,N,Withdrawn,29325.385023898034,163.0
M,HE Qualification,0-10%,35-55,0,120,N,Withdrawn,30300.0,115.0
M,A Level or Equivalent,60-70%,0-35,0,150,N,Pass,29325.385023898034,187.0
M,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,29325.385023898034,253.0
F,HE Qualification,90-100%,35-55,0,30,N,Pass,29325.385023898034,797.0
M,Lower Than A Level,10-20,35-55,0,30,N,Withdrawn,29325.385023898034,5.0
M,Lower Than A Level,30-40%,0-35,0,60,N,Pass,29325.385023898034,474.0
M,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,29325.385023898034,120.0
M,HE Qualification,,35-55,0,30,N,Pass,27200.0,62.0
F,Lower Than A Level,0-10%,0-35,0,60,N,Distinction,29325.385023898034,353.0
M,HE Qualification,30-40%,35-55,0,60,N,Withdrawn,29325.385023898034,137.0
M,HE Qualification,90-100%,35-55,0,30,N,Pass,29325.385023898034,71.0
M,A Level or Equivalent,90-100%,35-55,0,30,N,Distinction,29325.385023898034,519.0
M,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,29325.385023898034,1396.0
M,Post Graduate Qualification,,0-35,0,90,N,Pass,27200.0,161.0
F,A Level or Equivalent,90-100%,0-35,1,210,N,Withdrawn,29325.385023898034,390.0
M,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,29325.385023898034,337.0
M,Lower Than A Level,,35-55,0,30,N,Distinction,27200.0,2103.0
M,Lower Than A Level,80-90%,0-35,1,30,N,Withdrawn,30300.0,11.0
M,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,29325.385023898034,350.0
F,HE Qualification,20-30%,35-55,0,90,N,Withdrawn,29325.385023898034,117.0
M,Lower Than A Level,60-70%,0-35,0,30,N,Pass,29325.385023898034,185.0
M,HE Qualification,70-80%,0-35,0,210,N,Withdrawn,29325.385023898034,76.0
F,A Level or Equivalent,10-20,0-35,0,30,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,50-60%,0-35,0,90,N,Pass,29325.385023898034,379.0
F,Lower Than A Level,10-20,35-55,0,30,N,Withdrawn,29325.385023898034,217.0
F,A Level or Equivalent,90-100%,0-35,0,60,Y,Fail,29325.385023898034,198.0
F,HE Qualification,30-40%,35-55,0,60,N,Pass,29325.385023898034,1502.0
F,A Level or Equivalent,30-40%,0-35,1,130,N,Pass,30300.0,236.0
M,HE Qualification,50-60%,35-55,0,60,N,Fail,29325.385023898034,635.0
M,A Level or Equivalent,90-100%,0-35,0,30,N,Withdrawn,29325.385023898034,167.0
M,A Level or Equivalent,20-30%,35-55,1,220,N,Fail,29325.385023898034,706.0
F,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,29325.385023898034,140.0
M,HE Qualification,0-10%,35-55,0,90,N,Withdrawn,29325.385023898034,458.0
F,A Level or Equivalent,20-30%,0-35,0,150,N,Pass,29325.385023898034,609.0
M,A Level or Equivalent,30-40%,0-35,1,30,N,Fail,29325.385023898034,20.0
M,A Level or Equivalent,20-30%,0-35,0,90,Y,Withdrawn,29325.385023898034,0.0
F,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,29325.385023898034,226.0
M,HE Qualification,50-60%,0-35,0,60,N,Distinction,29325.385023898034,127.0
M,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn,29325.385023898034,928.0
M,Post Graduate Qualification,,35-55,0,30,N,Withdrawn,27200.0,182.0
F,HE Qualification,40-50%,35-55,0,60,N,Distinction,29325.385023898034,1181.0
F,A Level or Equivalent,60-70%,35-55,0,120,Y,Withdrawn,29325.385023898034,31.0
M,Lower Than A Level,80-90%,35-55,0,90,N,Fail,29325.385023898034,1025.0
F,HE Qualification,40-50%,35-55,0,90,N,Pass,29325.385023898034,550.0
M,HE Qualification,50-60%,35-55,0,60,N,Withdrawn,29325.385023898034,70.0
F,A Level or Equivalent,10-20,0-35,0,180,N,Withdrawn,30300.0,89.0
M,Lower Than A Level,20-30%,0-35,0,60,N,Pass,29325.385023898034,138.0
F,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,29325.385023898034,303.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Pass,29325.385023898034,274.0
M,A Level or Equivalent,10-20,35-55,0,120,Y,Fail,29325.385023898034,299.0
M,HE Qualification,90-100%,35-55,0,30,N,Fail,29325.385023898034,268.0
M,A Level or Equivalent,50-60%,0-35,1,100,N,Withdrawn,30300.0,17.0
F,Lower Than A Level,20-30%,35-55,0,240,N,Withdrawn,29325.385023898034,0.0
F,A Level or Equivalent,30-40%,0-35,0,60,Y,Withdrawn,29325.385023898034,197.0
M,HE Qualification,20-30%,0-35,0,30,N,Withdrawn,29325.385023898034,475.0
F,HE Qualification,20-30%,35-55,0,30,N,Fail,30300.0,255.0
M,Lower Than A Level,40-50%,0-35,0,120,N,Fail,29325.385023898034,152.0
M,A Level or Equivalent,80-90%,35-55,0,30,Y,Withdrawn,29325.385023898034,0.0
F,Lower Than A Level,10-20,0-35,0,90,Y,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,29325.385023898034,144.0
M,A Level or Equivalent,50-60%,35-55,0,110,N,Pass,29325.385023898034,611.0
F,HE Qualification,20-30%,0-35,1,210,N,Fail,29325.385023898034,200.0
F,Lower Than A Level,60-70%,0-35,0,60,N,Fail,29325.385023898034,48.0
F,A Level or Equivalent,90-100%,35-55,0,30,N,Fail,29325.385023898034,514.0
M,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn,29325.385023898034,87.0
M,A Level or Equivalent,30-40%,0-35,1,30,N,Withdrawn,29325.385023898034,38.0
M,HE Qualification,70-80%,0-35,0,95,N,Pass,29325.385023898034,149.0
M,Lower Than A Level,80-90%,35-55,0,30,Y,Pass,29325.385023898034,590.0
F,A Level or Equivalent,10-20,0-35,0,120,N,Distinction,29325.385023898034,221.0
M,HE Qualification,80-90%,0-35,0,90,N,Withdrawn,27200.0,145.0
M,A Level or Equivalent,0-10%,35-55,1,60,Y,Withdrawn,29325.385023898034,309.0
M,HE Qualification,30-40%,35-55,0,30,N,Withdrawn,29325.385023898034,218.0
F,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,29325.385023898034,94.0
M,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,80-90%,35-55,0,30,N,Withdrawn,29325.385023898034,127.0
F,A Level or Equivalent,40-50%,0-35,1,60,N,Fail,30300.0,88.0
F,A Level or Equivalent,80-90%,35-55,0,90,N,Pass,29325.385023898034,84.0
M,Lower Than A Level,50-60%,0-35,0,30,N,Pass,29325.385023898034,40.0
F,HE Qualification,60-70%,0-35,0,30,N,Pass,29325.385023898034,504.0
M,Lower Than A Level,30-40%,0-35,0,90,N,Fail,29325.385023898034,161.0
M,A Level or Equivalent,80-90%,35-55,0,150,N,Withdrawn,29325.385023898034,14.0
M,Lower Than A Level,10-20,35-55,0,30,Y,Withdrawn,29325.385023898034,255.0
M,HE Qualification,20-30%,0-35,0,60,N,Fail,29325.385023898034,138.0
M,HE Qualification,20-30%,0-35,0,30,N,Distinction,29325.385023898034,413.0
F,A Level or Equivalent,30-40%,0-35,0,240,N,Distinction,29325.385023898034,579.0
M,A Level or Equivalent,80-90%,35-55,0,30,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,29325.385023898034,208.0
M,A Level or Equivalent,80-90%,0-35,0,30,N,Withdrawn,29325.385023898034,1.0
M,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,29325.385023898034,227.0
M,A Level or Equivalent,80-90%,35-55,0,180,N,Pass,29325.385023898034,120.0
M,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,30300.0,554.0
M,Lower Than A Level,40-50%,0-35,0,120,Y,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,0-10%,35-55,0,30,N,Pass,29325.385023898034,39.0
M,Lower Than A Level,30-40%,35-55,0,120,N,Pass,29325.385023898034,203.0
M,HE Qualification,30-40%,0-35,0,180,Y,Withdrawn,29325.385023898034,61.0
M,Lower Than A Level,10-20,35-55,0,60,N,Fail,29325.385023898034,154.0
M,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,29325.385023898034,623.0
M,HE Qualification,80-90%,35-55,0,75,N,Withdrawn,29325.385023898034,150.0
M,A Level or Equivalent,60-70%,0-35,1,60,Y,Withdrawn,29325.385023898034,244.0
M,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,29325.385023898034,237.0
M,HE Qualification,10-20,35-55,0,30,N,Fail,29325.385023898034,154.0
M,HE Qualification,90-100%,35-55,0,30,N,Distinction,29325.385023898034,260.0
M,Lower Than A Level,70-80%,0-35,0,30,N,Fail,29325.385023898034,328.0
M,A Level or Equivalent,80-90%,35-55,0,45,N,Fail,29325.385023898034,136.0
F,Lower Than A Level,80-90%,0-35,0,30,N,Pass,29325.385023898034,371.0
M,A Level or Equivalent,30-40%,35-55,0,30,N,Distinction,29325.385023898034,111.0
M,Lower Than A Level,,35-55,0,90,N,Withdrawn,29325.385023898034,0.0
F,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,29325.385023898034,78.0
M,Lower Than A Level,70-80%,35-55,1,90,N,Withdrawn,29325.385023898034,208.0
M,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,30300.0,528.0
M,Post Graduate Qualification,80-90%,35-55,0,30,N,Withdrawn,29325.385023898034,195.0
F,Lower Than A Level,80-90%,35-55,1,60,N,Pass,30300.0,710.0
M,Lower Than A Level,0-10%,0-35,1,120,N,Fail,29325.385023898034,316.0
F,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,29325.385023898034,139.0
M,HE Qualification,70-80%,0-35,0,60,N,Fail,27200.0,105.0
M,Lower Than A Level,80-90%,0-35,2,180,N,Withdrawn,29325.385023898034,314.0
M,HE Qualification,60-70%,0-35,1,60,N,Pass,29325.385023898034,381.0
F,Lower Than A Level,0-10%,35-55,2,120,N,Fail,29325.385023898034,64.0
F,HE Qualification,90-100%,0-35,0,60,N,Pass,29325.385023898034,463.0
M,A Level or Equivalent,60-70%,35-55,1,60,N,Withdrawn,29325.385023898034,3.0
F,Lower Than A Level,30-40%,0-35,0,60,N,Fail,29325.385023898034,6.0
M,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,29325.385023898034,217.0
F,A Level or Equivalent,,0-35,0,60,N,Pass,30300.0,1538.0
M,Lower Than A Level,40-50%,35-55,0,60,N,Fail,29325.385023898034,316.0
M,Lower Than A Level,30-40%,0-35,1,60,N,Pass,27200.0,141.0
F,Lower Than A Level,20-30%,0-35,0,120,Y,Pass,29325.385023898034,274.0
F,Lower Than A Level,80-90%,0-35,4,60,N,Pass,29325.385023898034,34.0
M,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,29325.385023898034,0.0
F,Lower Than A Level,60-70%,0-35,1,120,N,Fail,30300.0,12.0
M,HE Qualification,20-30%,35-55,0,150,N,Pass,29325.385023898034,401.0
M,HE Qualification,90-100%,35-55,1,60,Y,Fail,29325.385023898034,220.0
F,HE Qualification,20-30%,0-35,0,60,N,Pass,29325.385023898034,184.0
F,HE Qualification,70-80%,0-35,0,60,N,Pass,29325.385023898034,202.0
M,A Level or Equivalent,30-40%,35-55,0,120,Y,Pass,29325.385023898034,383.0
M,A Level or Equivalent,50-60%,0-35,0,180,Y,Fail,30300.0,133.0
F,Lower Than A Level,0-10%,0-35,1,60,Y,Fail,29325.385023898034,3954.0
F,Lower Than A Level,30-40%,0-35,2,90,N,Fail,29325.385023898034,174.0
F,Lower Than A Level,40-50%,0-35,0,60,N,Fail,29325.385023898034,132.0
F,HE Qualification,20-30%,0-35,0,90,N,Withdrawn,29325.385023898034,46.0
F,HE Qualification,20-30%,0-35,0,60,N,Pass,29325.385023898034,121.0
M,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,30300.0,9.0
M,HE Qualification,70-80%,0-35,0,60,N,Distinction,29325.385023898034,235.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,29325.385023898034,202.0
F,Lower Than A Level,70-80%,0-35,0,90,N,Fail,29325.385023898034,79.0
M,Lower Than A Level,30-40%,0-35,0,60,N,Fail,29325.385023898034,263.0
M,HE Qualification,30-40%,0-35,2,120,N,Withdrawn,30300.0,277.0
M,HE Qualification,90-100%,35-55,0,60,N,Pass,29325.385023898034,766.0
M,Lower Than A Level,30-40%,0-35,0,90,Y,Withdrawn,29325.385023898034,639.0
M,A Level or Equivalent,10-20,0-35,1,60,N,Withdrawn,30300.0,55.0
F,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,29325.385023898034,203.0
F,Lower Than A Level,40-50%,0-35,0,270,Y,Fail,29325.385023898034,304.0
M,Lower Than A Level,10-20,35-55,0,60,N,Fail,29325.385023898034,166.0
F,A Level or Equivalent,10-20,35-55,0,150,Y,Withdrawn,29325.385023898034,186.0
M,A Level or Equivalent,80-90%,35-55,3,150,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,80-90%,35-55,1,60,N,Fail,29325.385023898034,0.0
F,A Level or Equivalent,40-50%,35-55,1,90,N,Fail,29325.385023898034,141.0
M,A Level or Equivalent,60-70%,55<=,0,120,N,Withdrawn,29325.385023898034,0.0
F,Lower Than A Level,0-10%,0-35,2,60,N,Fail,29325.385023898034,11.0
M,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,29325.385023898034,794.0
M,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,29325.385023898034,729.0
M,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn,29325.385023898034,371.0
M,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,29325.385023898034,244.0
M,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,29325.385023898034,255.0
M,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,29325.385023898034,93.0
